75,6/3/2019,1500,154,0.02, ,0, ,1654, ,15.7, ,70.9, ,61, ,56.8, ,7.1, ,280, ,67.7,
75,6/3/2019,1600,154,0.02, ,0, ,1295, ,15.5, ,69.9, ,62, ,56.4, ,6.6, ,284, ,68,
75,6/3/2019,1700,154,0.01, ,0, ,867, ,15.4, ,68.5, ,65, ,56.2, ,5.5, ,264, ,68.3,
75,6/3/2019,1800,154,0.01, ,0, ,385, ,15.4, ,66.1, ,70, ,56.1, ,5.3, ,272, ,68.5,
75,6/3/2019,1900,154,0, ,0, ,56, ,15.1, ,63.1, ,76, ,55.6, ,4, ,269, ,68.7,
75,6/3/2019,2000,154,0, ,0, ,0, ,15.1, ,61.8, ,80, ,55.6, ,3.8, ,281, ,68.8,
75,6/3/2019,2100,154,0, ,0, ,0, ,15.2, ,60.8, ,84, ,55.8, ,4.2, ,287, ,68.8,
75,6/3/2019,2200,154,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
75,6/3/2019,2300,154,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
75,6/3/2019,2400,154,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
